Name,Year.of.deployment,Type.of.wreck,Location.Country,Location.City.State.Province,Location.Water.Body,Depth,Latitude,Longitude,Accuracy,Last.update,Source,Notes,ISO.Country.Code,ISO.Country.Code.1,ISO.Country.Code.state.province,ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange,Wreck.Category,Protected.Area,Name.Protected.Area,Near.Coral.ID,Distance.Coral,Near.Aquarium.Name,Distance.Aquarium,Last.update.Year,Last.update.Month,Last.update.Day,Purpose.of.deployment,Method.of.sinking,Baseline.survey,Monitoring,Method.of.monitoring,Research.outcome,Life.span.years,Source.1,Min.Est.Lifespan,Max.Est.Lifespan
St. George MFV,1999,trawler,USA, New York,North Atlantic Ocean,,40.72398,-72.774,,2006,http://www.aquaexplorers.com/gpsnynjartificialreef.pdf,Moriches Artificial Reef,USA,840,US-NY,46,0.001939,5.731999874,3.276000023,2.157000065,3.575000048,0.660000026,0.559000015,0.442999989,0.270000011,0.213,0.179000005,6.275000095,1.830000043,49.95100021,32.82300186,8.012000084,0.589399993,30.93600082,2.282000065,21.98500061,12.58600044,3.536999941,18.44799995,fishing vessel,1,Mid-Atlantic Coastal Waters Area,6565,429.477457,Long Island Aquarium and Exhibition Center,23.67094389,2006,,,,,,,,,,,,
Two Friends MFV,2001,trawler,USA, New York,North Atlantic Ocean,,40.72467,-72.77505,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,Moriches Artificial Reef,USA,840,US-NY,47,0.001939,5.731999874,3.276000023,2.157000065,3.575000048,0.660000026,0.559000015,0.442999989,0.270000011,0.213,0.179000005,6.275000095,1.830000043,49.95100021,32.82300186,8.012000084,0.589399993,30.93600082,2.282000065,21.98500061,12.58600044,3.536999941,18.44799995,fishing vessel,1,Mid-Atlantic Coastal Waters Area,6565,429.385258,Long Island Aquarium and Exhibition Center,23.63776934,2006,,,,,,,,,,,,
Ana Palmira MFV,2002,trawler,USA, New York,North Atlantic Ocean,,40.7252333,-72.77663,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,Moriches Artificial Reef,USA,840,US-NY,48,0.001939,5.731999874,3.276000023,2.157000065,3.575000048,0.660000026,0.559000015,0.442999989,0.270000011,0.213,0.179000005,6.275000095,1.830000043,49.95100021,32.82300186,8.012000084,0.589399993,30.93600082,2.282000065,21.98500061,12.58600044,3.536999941,18.44799995,fishing vessel,1,Mid-Atlantic Coastal Waters Area,6565,429.249001,Long Island Aquarium and Exhibition Center,23.63670015,2006,,,,,,,,,,,,
Connie F.,2001,fishing vessel,USA, New York,North Atlantic Ocean,,40.63333,-73.2415,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,,USA,840,US-NY,49,0.004903,24.78199959,12.54899979,2.513000011,22.2689991,0.638000011,0.566999972,0.435000002,0.446999997,0.324999988,0.195999995,6.315999985,1.906000018,51.24300003,32.80799866,7.977000237,0.615400016,30.89999962,2.246999979,23.42099953,12.89700031,3.232000113,20.18899918,fishing vessel,1,Waters off New Jersey,6565,390.616203,State University At Stonybrook,32.49658836,2006,,,,,,,,,,,50,100
Hancock,2003,barge,USA, New York,North Atlantic Ocean,,40.53598,-73.6578,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,,USA,840,US-NY,50,0.004049,14.48400021,7.862999916,3.382999897,11.10099983,0.68599999,0.609000027,0.479000002,0.368000001,0.296999991,0.224999994,6.346000195,2.040999889,50.64300156,32.05899811,7.940999985,0.655200005,30.33499908,2.256000042,23.20700073,13.24300003,3.999000072,19.20800018,service vessel,1,Waters off New Jersey,6565,356.451871,New York Aquarium,27.36160498,2006,,,,,,,,,,,50,100
Mary N,2003,dredge,USA, New York,North Atlantic Ocean,,40.59995,-73.21543,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,,USA,840,US-NY,51,0.004903,24.78199959,12.54899979,2.513000011,22.2689991,0.638000011,0.566999972,0.435000002,0.446999997,0.324999988,0.195999995,6.315999985,1.906000018,51.24300003,32.80799866,7.977000237,0.615400016,30.89999962,2.246999979,23.42099953,12.89700031,3.232000113,20.18899918,special purpose vessel,1,Waters off New Jersey,6565,393.098887,State University At Stonybrook,35.51464866,2006,,,,,,,,,,,,
Alec N,2003,dredge,USA, New York,North Atlantic Ocean,,40.59937,-73.21685,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,,USA,840,US-NY,52,0.004903,24.78199959,12.54899979,2.513000011,22.2689991,0.638000011,0.566999972,0.435000002,0.446999997,0.324999988,0.195999995,6.315999985,1.906000018,51.24300003,32.80799866,7.977000237,0.615400016,30.89999962,2.246999979,23.42099953,12.89700031,3.232000113,20.18899918,special purpose vessel,1,Waters off New Jersey,6565,392.984312,State University At Stonybrook,35.60334397,2006,,,,,,,,,,,,
J. J.,2003,tug,USA, New York,North Atlantic Ocean,,40.72458,-72.77457,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,Moriches Artificial Reef,USA,840,US-NY,53,0.001939,5.731999874,3.276000023,2.157000065,3.575000048,0.660000026,0.559000015,0.442999989,0.270000011,0.213,0.179000005,6.275000095,1.830000043,49.95100021,32.82300186,8.012000084,0.589399993,30.93600082,2.282000065,21.98500061,12.58600044,3.536999941,18.44799995,service vessel,1,Mid-Atlantic Coastal Waters Area,6565,429.426234,Long Island Aquarium and Exhibition Center,23.63007173,2006,,,,,,,,,,,50,100
Unnamed,2001,barge,USA, New York,North Atlantic Ocean,,40.7245,-72.77215,,2006,http://www.aquaexplorers.com/artificialreefprogramny.htm,Moriches Artificial Reef,USA,840,US-NY,54,0.001939,5.731999874,3.276000023,2.157000065,3.575000048,0.660000026,0.559000015,0.442999989,0.270000011,0.213,0.179000005,6.275000095,1.830000043,49.95100021,32.82300186,8.012000084,0.589399993,30.93600082,2.282000065,21.98500061,12.58600044,3.536999941,18.44799995,service vessel,1,Mid-Atlantic Coastal Waters Area,6565,429.630878,Long Island Aquarium and Exhibition Center,23.55441182,2006,,,,,,,,,,,50,100
Unnamed,,shrimp boat,USA, Mississippi,Gulf of Mexico,4,30.20252,-89.08183,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,55,0.012566,9.748999596,8.130999565,5.965000153,3.783998966,0.619000018,0.497000009,0.338999987,0.349000007,0.326999992,0.289999992,5.107999802,0.972000003,52.87400055,38.87400055,8.06400013,0.299400002,30.44599915,2.095000029,30.72999954,23.25799942,15.17199993,15.55799961,fishing vessel,0,0,35281,186.933563,Audubon Aquarium of the Americas,98.84610265,2015,,,,,,,,,,,,
 Barge 1,,barge,USA, Mississippi,Gulf of Mexico,19,30.06633,-88.6089,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,56,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,199.904637,Audubon Aquarium of the Americas,141.1013414,2015,,,,,,,,,,,50,100
Barge B,,barge,USA, Mississippi,Gulf of Mexico,20,30.0641,-88.60775,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,57,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,199.790428,Audubon Aquarium of the Americas,141.1912091,2015,,,,,,,,,,,50,100
Barge 2,,barge,USA, Mississippi,Gulf of Mexico,20,30.06322,-88.61433,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,58,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,199.301399,Audubon Aquarium of the Americas,140.5508532,2015,,,,,,,,,,,50,100
Boxcar Barge,1986,barge,USA, Mississippi,Gulf of Mexico,21,30.0529,-88.61123,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,59,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,198.633493,Audubon Aquarium of the Americas,140.759461,2015,,,,,,,,,,,50,100
Skimmer Barge,1998,barge,USA, Mississippi,Gulf of Mexico,20,30.06243,-88.61328,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,60,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,199.301359,Audubon Aquarium of the Americas,140.6445826,2015,,,,,,,,,,,50,100
Elsie M.,2008,boat,USA, Mississippi,Gulf of Mexico,21,30.0531,-88.61562,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,61,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,service vessel,0,0,35281,198.372162,Audubon Aquarium of the Americas,140.3389251,2015,,,,,,,,,,,,
Ole Faithful,2010,shrimp boat,USA, Mississippi,Gulf of Mexico,21,30.05458,-88.60815,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,62,0.003123,5.147999763,3.157999992,1.815999985,3.332000017,0.574000001,0.479000002,0.356999993,0.241999999,0.206,0.163000003,5.072000027,0.907000005,54.95299911,39.57500076,8.06499958,0.280000001,32.01599884,2.058000088,30.51600075,23.7310009,16.38999939,14.1260004,fishing vessel,0,0,35281,198.969119,Audubon Aquarium of the Americas,141.0695414,2015,,,,,,,,,,,,
Adeline,2002,barge,USA, Mississippi,Gulf of Mexico,18,30.08317,-88.54863,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,63,0.002869,5.107999802,2.907000065,1.748000026,3.359999895,0.579999983,0.479999989,0.35800001,0.236000001,0.199000001,0.160999998,5.072000027,0.893000007,55.09600067,39.70199966,8.06499958,0.27700001,32.17499924,2.053999901,30.4659996,23.7329998,16.52499962,13.94099998,service vessel,0,0,35281,205.144131,Audubon Aquarium of the Americas,147.0550191,2015,,,,,,,,,,,50,100
Captain Kevin,2006,shrimp boat,USA, Mississippi,Gulf of Mexico,18,30.08493,-88.55823,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,64,0.005154,5.971000195,4.303999901,2.996000051,2.974999905,0.572000027,0.474999994,0.344999999,0.272000015,0.243000001,0.209999993,5.086999893,0.893999994,55.56999969,39.64199829,8.062999725,0.279599994,32.05099869,2.063999891,30.4090004,23.45299911,15.88099957,14.52799988,fishing vessel,0,0,35281,204.67454,Audubon Aquarium of the Americas,146.1520058,2015,,,,,,,,,,,,
Unnamed,2007,fireboat,USA, Mississippi,Gulf of Mexico,18,30.0893,-88.54922,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,65,0.005154,5.971000195,4.303999901,2.996000051,2.974999905,0.572000027,0.474999994,0.344999999,0.272000015,0.243000001,0.209999993,5.086999893,0.893999994,55.56999969,39.64199829,8.062999725,0.279599994,32.05099869,2.063999891,30.4090004,23.45299911,15.88099957,14.52799988,service vessel,0,0,35281,205.613488,Audubon Aquarium of the Americas,147.0632571,2015,,,,,,,,,,,,
St. Elmo,2008,shrimp boat,USA, Mississippi,Gulf of Mexico,19,30.08038,-88.55458,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,66,0.002869,5.107999802,2.907000065,1.748000026,3.359999895,0.579999983,0.479999989,0.35800001,0.236000001,0.199000001,0.160999998,5.072000027,0.893000007,55.09600067,39.70199966,8.06499958,0.27700001,32.17499924,2.053999901,30.4659996,23.7329998,16.52499962,13.94099998,fishing vessel,0,0,35281,204.531398,Audubon Aquarium of the Americas,146.4553005,2015,,,,,,,,,,,,
Chevron,2009,steel hull vessel,USA, Mississippi,Gulf of Mexico,14,30.1656,-88.75005,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,67,0.006413,9.251000404,4.993000031,3.131000042,6.119999886,0.574000001,0.472000003,0.342000008,0.324999988,0.259000003,0.211999997,5.089000225,0.934000015,54.74200058,39.54299927,8.06400013,0.288500011,31.48900032,2.075000048,30.68300056,23.45899963,15.59799957,15.08500004,other,0,0,35281,200.10013,Audubon Aquarium of the Americas,129.0529576,2015,,,,,,,,,,,,
Ship Island C,1987,barge,USA, Mississippi,Gulf of Mexico,10,30.17042,-88.89837,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,68,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,192.554422,Audubon Aquarium of the Americas,115.1354375,2015,,,,,,,,,,,50,100
Ship Island A,1987,barge,USA, Mississippi,Gulf of Mexico,10,30.16923,-88.90013,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,69,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,192.352508,Audubon Aquarium of the Americas,114.942373,2015,,,,,,,,,,,50,100
Gulf States,2002,barge,USA, Mississippi,Gulf of Mexico,9,30.17435,-88.90057,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,70,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,192.810801,Audubon Aquarium of the Americas,115.018977,2015,,,,,,,,,,,50,100
Unnamed,2003,barge,USA, Mississippi,Gulf of Mexico,9,30.17393,-88.89712,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,71,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,192.947915,Audubon Aquarium of the Americas,115.3340969,2015,,,,,,,,,,,50,100
Unnamed,,barge,USA, Mississippi,Gulf of Mexico,12,30.18225,-88.83387,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,72,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,197.026352,Audubon Aquarium of the Americas,121.4846812,2015,,,,,,,,,,,50,100
Hancock,,barge,USA, Mississippi,Gulf of Mexico,12,30.1818,-88.84162,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,73,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,196.573395,Audubon Aquarium of the Americas,120.744047,2015,,,,,,,,,,,50,100
Squash Channel B,,barge,USA, Mississippi,Gulf of Mexico,12,30.17783,-88.83692,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,74,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,196.455647,Audubon Aquarium of the Americas,121.097076,2015,,,,,,,,,,,50,100
Harrison County C,,barge,USA, Mississippi,Gulf of Mexico,12,30.17578,-88.84073,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,75,0.010517,8.338000298,6.581999779,4.909999847,3.427999973,0.589999974,0.483999997,0.333999991,0.328999996,0.298999995,0.26699999,5.105999947,0.948000014,54.14500046,39.18500137,8.062999725,0.294,31.11599922,2.088999987,30.61300087,23.30200005,15.40999985,15.20300007,service vessel,0,0,35281,196.063577,Audubon Aquarium of the Americas,120.6917896,2015,,,,,,,,,,,50,100
Leo,1990,tug,USA, Mississippi,Gulf of Mexico,19,30.03328,-88.69418,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,76,0.004171,6.915999889,3.701999903,2.188999891,4.727000237,0.569000006,0.476000011,0.35800001,0.284999996,0.224000007,0.180000007,5.072999954,0.920000017,54.20999908,39.72200012,8.06499958,0.282900006,31.81699944,2.061000109,30.61599922,23.61100006,16.02300072,14.59300041,service vessel,0,0,35281,191.791977,Audubon Aquarium of the Americas,132.6291085,2015,,,,,,,,,,,50,100
Jumbo,1986,barge,USA, Mississippi,Gulf of Mexico,41,29.61447,-88.40997,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,77,0.001041,3.536000013,1.820000052,0.676999986,2.858999968,0.661000013,0.550000012,0.433999985,0.187000006,0.143999994,0.094999999,4.994999886,0.862999976,54.78699875,39.60100174,8.071000099,0.25819999,32.98799896,1.993000031,30.28000069,24.4810009,18.56599998,11.71399975,service vessel,0,0,35281,180.950454,Audubon Aquarium of the Americas,164.3578888,2015,,,,,,,,,,,50,100
Unnamed,1987,barge,USA, Mississippi,Gulf of Mexico,41,29.62285,-88.39652,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,78,0.001041,3.536000013,1.820000052,0.676999986,2.858999968,0.661000013,0.550000012,0.433999985,0.187000006,0.143999994,0.094999999,4.994999886,0.862999976,54.78699875,39.60100174,8.071000099,0.25819999,32.98799896,1.993000031,30.28000069,24.4810009,18.56599998,11.71399975,service vessel,0,0,35281,182.54975,Audubon Aquarium of the Americas,165.4115651,2015,,,,,,,,,,,50,100
Grantee,1987,tug,USA, Mississippi,Gulf of Mexico,40,29.62173,-88.40467,,2015,http://www.dmr.state.ms.us/index.php/marine-fisheries/artificial-reef/74-offshore-reefs,,USA,840,US-MS,79,0.001041,3.536000013,1.820000052,0.676999986,2.858999968,0.661000013,0.550000012,0.433999985,0.187000006,0.143999994,0.094999999,4.994999886,0.862999976,54.78699875,39.60100174,8.071000099,0.25819999,32.98799896,1.993000031,30.28000069,24.4810009,18.56599998,11.71399975,service vessel,0,0,35281,181.825535,Audubon Aquarium of the Americas,164.6712461,2015,,,,,,,,,,,50,100
